"sku_id","product_name","description","brand","category","sub_category","price","image_url","stock_quantity"
1,Potatoes Organic,High-quality potatoes from produce section.,Sainsbury's,Produce,Potatoes,4.55,https://images.unsplash.com/photo-1506806732259-39c2d0268443?auto=format&fit=crop&w=600&q=80,275
2,Pork Organic,High-quality pork from meat section.,Sainsbury's,Meat,Pork,12.67,https://images.unsplash.com/photo-1551024709-8f23befc6f87?auto=format&fit=crop&w=600&q=80,22
3,Chocolate Organic,High-quality chocolate from snacks section.,Taste the Difference,Snacks,Chocolate,5.66,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,37
4,Tea Organic,High-quality tea from beverages section.,SO Organic,Beverages,Tea,6.83,https://images.unsplash.com/photo-1509042239860-f550ce710b93?auto=format&fit=crop&w=600&q=80,89
5,Bread Premium,High-quality bread from bakery section.,Be Good to Yourself,Bakery,Bread,10.29,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,166
6,Cheese Premium,High-quality cheese from dairy section.,Taste the Difference,Dairy,Cheese,2.53,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,48
7,Butter Classic,High-quality butter from dairy section.,Basics,Dairy,Butter,4.84,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,218
8,Tea Classic,High-quality tea from beverages section.,Be Good to Yourself,Beverages,Tea,9.96,https://images.unsplash.com/photo-1509042239860-f550ce710b93?auto=format&fit=crop&w=600&q=80,166
9,Carrots Organic,High-quality carrots from produce section.,Basics,Produce,Carrots,9.74,https://images.unsplash.com/photo-1505253216365-4b3356b15cfc?auto=format&fit=crop&w=600&q=80,412
10,Pork Premium,High-quality pork from meat section.,Basics,Meat,Pork,13.61,https://images.unsplash.com/photo-1551024709-8f23befc6f87?auto=format&fit=crop&w=600&q=80,108
11,Juice Organic,High-quality juice from beverages section.,Taste the Difference,Beverages,Juice,0.85,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,14
12,Juice Classic,High-quality juice from beverages section.,Sainsbury's,Beverages,Juice,9.79,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,461
13,Apples Organic,High-quality apples from produce section.,Basics,Produce,Apples,4.16,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,483
14,Apples Classic,High-quality apples from produce section.,Be Good to Yourself,Produce,Apples,13.4,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,290
15,Tea Classic,High-quality tea from beverages section.,Sainsbury's,Beverages,Tea,11.2,https://images.unsplash.com/photo-1509042239860-f550ce710b93?auto=format&fit=crop&w=600&q=80,86
16,Butter Fresh,High-quality butter from dairy section.,Basics,Dairy,Butter,11.98,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,324
17,Pizza Classic,High-quality pizza from frozen section.,Sainsbury's,Frozen,Pizza,6.17,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,298
18,Potatoes Classic,High-quality potatoes from produce section.,Be Good to Yourself,Produce,Potatoes,5.56,https://images.unsplash.com/photo-1506806732259-39c2d0268443?auto=format&fit=crop&w=600&q=80,99
19,Juice Premium,High-quality juice from beverages section.,Be Good to Yourself,Beverages,Juice,12.06,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,235
20,Biscuits Classic,High-quality biscuits from snacks section.,Basics,Snacks,Biscuits,0.78,https://images.unsplash.com/photo-1514996937319-344454492b37?auto=format&fit=crop&w=600&q=80,398
21,Biscuits Organic,High-quality biscuits from snacks section.,Be Good to Yourself,Snacks,Biscuits,2.66,https://images.unsplash.com/photo-1514996937319-344454492b37?auto=format&fit=crop&w=600&q=80,99
22,Milk Classic,High-quality milk from dairy section.,SO Organic,Dairy,Milk,2.22,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,387
23,Coffee Classic,High-quality coffee from beverages section.,Be Good to Yourself,Beverages,Coffee,2.41,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,296
24,Coffee Organic,High-quality coffee from beverages section.,Taste the Difference,Beverages,Coffee,8.75,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,442
25,Chocolate Classic,High-quality chocolate from snacks section.,Basics,Snacks,Chocolate,2.19,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,326
26,Bagel Classic,High-quality bagel from bakery section.,Sainsbury's,Bakery,Bagel,12.55,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,472
27,Soda Fresh,High-quality soda from beverages section.,Basics,Beverages,Soda,4.03,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,274
28,Soda Premium,High-quality soda from beverages section.,Basics,Beverages,Soda,9.25,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,398
29,Pizza Fresh,High-quality pizza from frozen section.,Sainsbury's,Frozen,Pizza,14.09,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,342
30,Tea Premium,High-quality tea from beverages section.,SO Organic,Beverages,Tea,7.2,https://images.unsplash.com/photo-1509042239860-f550ce710b93?auto=format&fit=crop&w=600&q=80,220
31,Carrots Classic,High-quality carrots from produce section.,Basics,Produce,Carrots,12.06,https://images.unsplash.com/photo-1506808547685-e2ba962ded58?auto=format&fit=crop&w=600&q=80,401
32,Pork Premium,High-quality pork from meat section.,Taste the Difference,Meat,Pork,4.76,https://images.unsplash.com/photo-1551024709-8f23befc6f87?auto=format&fit=crop&w=600&q=80,468
33,Juice Classic,High-quality juice from beverages section.,Be Good to Yourself,Beverages,Juice,10.47,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,405
34,Tea Organic,High-quality tea from beverages section.,SO Organic,Beverages,Tea,11.74,https://images.unsplash.com/photo-1509042239860-f550ce710b93?auto=format&fit=crop&w=600&q=80,336
35,Turkey Classic,High-quality turkey from meat section.,Taste the Difference,Meat,Turkey,9.41,https://images.unsplash.com/photo-1540189549336-e6e99c3679fe?auto=format&fit=crop&w=600&q=80,167
36,Cake Fresh,High-quality cake from bakery section.,Basics,Bakery,Cake,3.5,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,437
37,Juice Classic,High-quality juice from beverages section.,SO Organic,Beverages,Juice,4.11,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,301
38,Bread Organic,High-quality bread from bakery section.,Taste the Difference,Bakery,Bread,14.93,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,489
39,Juice Fresh,High-quality juice from beverages section.,SO Organic,Beverages,Juice,0.68,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,23
40,Potatoes Premium,High-quality potatoes from produce section.,Be Good to Yourself,Produce,Potatoes,14.85,https://images.unsplash.com/photo-1506806732259-39c2d0268443?auto=format&fit=crop&w=600&q=80,461
41,Butter Classic,High-quality butter from dairy section.,SO Organic,Dairy,Butter,7.94,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,166
42,Pizza Organic,High-quality pizza from frozen section.,SO Organic,Frozen,Pizza,6.5,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=600&q=80,350
43,Bread Classic,High-quality bread from bakery section.,Basics,Bakery,Bread,12.33,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,109
44,Turkey Organic,High-quality turkey from meat section.,Sainsbury's,Meat,Turkey,5.86,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,12
45,Chicken Fresh,High-quality chicken from meat section.,Taste the Difference,Meat,Chicken,3.88,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,270
46,Ice Cream Organic,High-quality ice cream from frozen section.,Sainsbury's,Frozen,Ice Cream,13.83,https://images.unsplash.com/photo-1467003909585-2f8a72700288?auto=format&fit=crop&w=600&q=80,94
47,Beef Fresh,High-quality beef from meat section.,SO Organic,Meat,Beef,4.87,https://images.unsplash.com/photo-1604908177035-0ac1c9bb646f?auto=format&fit=crop&w=600&q=80,253
48,Croissant Classic,High-quality croissant from bakery section.,Sainsbury's,Bakery,Croissant,14.13,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,401
49,Chips Fresh,High-quality chips from snacks section.,Sainsbury's,Snacks,Chips,8.47,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,167
50,Potatoes Fresh,High-quality potatoes from produce section.,Sainsbury's,Produce,Potatoes,10.38,https://images.unsplash.com/photo-1506806732259-39c2d0268443?auto=format&fit=crop&w=600&q=80,455
51,Apples Premium,High-quality apples from produce section.,SO Organic,Produce,Apples,7.19,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,382
52,Cheese Classic,High-quality cheese from dairy section.,Basics,Dairy,Cheese,7.18,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,17
53,Juice Fresh,High-quality juice from beverages section.,Sainsbury's,Beverages,Juice,6.72,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,34
54,Bread Premium,High-quality bread from bakery section.,Basics,Bakery,Bread,7.0,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,172
55,Apples Organic,High-quality apples from produce section.,Basics,Produce,Apples,9.92,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,115
56,Fish Premium,High-quality fish from frozen section.,Basics,Frozen,Fish,1.77,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=600&q=80,85
57,Soda Organic,High-quality soda from beverages section.,Sainsbury's,Beverages,Soda,1.98,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,425
58,Apples Organic,High-quality apples from produce section.,Be Good to Yourself,Produce,Apples,14.14,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,353
59,Potatoes Premium,High-quality potatoes from produce section.,Sainsbury's,Produce,Potatoes,10.24,https://images.unsplash.com/photo-1506806732259-39c2d0268443?auto=format&fit=crop&w=600&q=80,56
60,Ice Cream Premium,High-quality ice cream from frozen section.,Be Good to Yourself,Frozen,Ice Cream,1.92,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=600&q=80,79
61,Chocolate Premium,High-quality chocolate from snacks section.,SO Organic,Snacks,Chocolate,1.08,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,279
62,Ice Cream Classic,High-quality ice cream from frozen section.,Be Good to Yourself,Frozen,Ice Cream,7.69,https://images.unsplash.com/photo-1467003909585-2f8a72700288?auto=format&fit=crop&w=600&q=80,358
63,Yogurt Classic,High-quality yogurt from dairy section.,Basics,Dairy,Yogurt,12.15,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,168
64,Beef Classic,High-quality beef from meat section.,Be Good to Yourself,Meat,Beef,11.54,https://images.unsplash.com/photo-1604908177035-0ac1c9bb646f?auto=format&fit=crop&w=600&q=80,467
65,Potatoes Premium,High-quality potatoes from produce section.,Taste the Difference,Produce,Potatoes,4.59,https://images.unsplash.com/photo-1506806732259-39c2d0268443?auto=format&fit=crop&w=600&q=80,140
66,Butter Classic,High-quality butter from dairy section.,Sainsbury's,Dairy,Butter,9.11,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,324
67,Chocolate Classic,High-quality chocolate from snacks section.,Taste the Difference,Snacks,Chocolate,1.56,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,17
68,Butter Fresh,High-quality butter from dairy section.,Sainsbury's,Dairy,Butter,13.83,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,301
69,Bananas Premium,High-quality bananas from produce section.,SO Organic,Produce,Bananas,2.6,https://images.unsplash.com/photo-1505253216365-4b3356b15cfc?auto=format&fit=crop&w=600&q=80,326
70,Carrots Fresh,High-quality carrots from produce section.,Basics,Produce,Carrots,9.64,https://images.unsplash.com/photo-1505253216365-4b3356b15cfc?auto=format&fit=crop&w=600&q=80,463
71,Croissant Fresh,High-quality croissant from bakery section.,Taste the Difference,Bakery,Croissant,14.12,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,455
72,Pizza Fresh,High-quality pizza from frozen section.,Be Good to Yourself,Frozen,Pizza,4.89,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=600&q=80,153
73,Nuts Classic,High-quality nuts from snacks section.,Be Good to Yourself,Snacks,Nuts,8.63,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,371
74,Pork Fresh,High-quality pork from meat section.,Sainsbury's,Meat,Pork,11.75,https://images.unsplash.com/photo-1551024709-8f23befc6f87?auto=format&fit=crop&w=600&q=80,385
75,Yogurt Classic,High-quality yogurt from dairy section.,Basics,Dairy,Yogurt,7.53,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,366
76,Yogurt Organic,High-quality yogurt from dairy section.,Sainsbury's,Dairy,Yogurt,8.7,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,436
77,Turkey Classic,High-quality turkey from meat section.,Sainsbury's,Meat,Turkey,7.62,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,19
78,Juice Fresh,High-quality juice from beverages section.,Sainsbury's,Beverages,Juice,3.24,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,366
79,Chicken Premium,High-quality chicken from meat section.,SO Organic,Meat,Chicken,12.63,https://images.unsplash.com/photo-1604908177035-0ac1c9bb646f?auto=format&fit=crop&w=600&q=80,228
80,Soda Classic,High-quality soda from beverages section.,Basics,Beverages,Soda,6.01,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,209
81,Cake Organic,High-quality cake from bakery section.,Taste the Difference,Bakery,Cake,4.37,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,367
82,Apples Classic,High-quality apples from produce section.,Taste the Difference,Produce,Apples,6.89,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,117
83,Bread Classic,High-quality bread from bakery section.,SO Organic,Bakery,Bread,9.78,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,25
84,Pork Organic,High-quality pork from meat section.,SO Organic,Meat,Pork,14.84,https://images.unsplash.com/photo-1551024709-8f23befc6f87?auto=format&fit=crop&w=600&q=80,154
85,Nuts Organic,High-quality nuts from snacks section.,Taste the Difference,Snacks,Nuts,2.87,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,280
86,Apples Classic,High-quality apples from produce section.,Sainsbury's,Produce,Apples,1.07,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,296
87,Chips Organic,High-quality chips from snacks section.,Basics,Snacks,Chips,13.5,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,399
88,Juice Fresh,High-quality juice from beverages section.,Basics,Beverages,Juice,0.64,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,204
89,Croissant Fresh,High-quality croissant from bakery section.,Be Good to Yourself,Bakery,Croissant,0.87,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,295
90,Yogurt Classic,High-quality yogurt from dairy section.,Basics,Dairy,Yogurt,8.16,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,39
91,Nuts Premium,High-quality nuts from snacks section.,Taste the Difference,Snacks,Nuts,13.0,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,113
92,Apples Premium,High-quality apples from produce section.,Basics,Produce,Apples,14.34,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,498
93,Coffee Fresh,High-quality coffee from beverages section.,Sainsbury's,Beverages,Coffee,10.7,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,196
94,Carrots Premium,High-quality carrots from produce section.,Basics,Produce,Carrots,2.02,https://images.unsplash.com/photo-1505253216365-4b3356b15cfc?auto=format&fit=crop&w=600&q=80,130
95,Turkey Premium,High-quality turkey from meat section.,SO Organic,Meat,Turkey,5.17,https://images.unsplash.com/photo-1540189549336-e6e99c3679fe?auto=format&fit=crop&w=600&q=80,289
96,Ice Cream Classic,High-quality ice cream from frozen section.,Sainsbury's,Frozen,Ice Cream,12.89,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=600&q=80,348
97,Croissant Classic,High-quality croissant from bakery section.,Be Good to Yourself,Bakery,Croissant,7.62,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,494
98,Croissant Classic,High-quality croissant from bakery section.,Basics,Bakery,Croissant,5.07,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,94
99,Milk Fresh,High-quality milk from dairy section.,SO Organic,Dairy,Milk,13.34,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,495
100,Coffee Premium,High-quality coffee from beverages section.,SO Organic,Beverages,Coffee,1.96,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,104
